"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"OST5" "MATCH" "1" "OST5" "S. cerevisiae" "OligoSaccharylTransferase" "410" "YGL226C-A" "S000003194" "ORF"
"OST4" "MATCH" "1" "OST4" "S. cerevisiae" "OligoSaccharylTransferase" "111" "YDL232W" "S000002391" "ORF"
"OST6" "MATCH" "1" "OST6" "S. cerevisiae" "OligoSaccharylTransferase" "999" "YML019W" "S000004481" "ORF"
"YDR222W" "MATCH" "1" "" "S. cerevisiae" "" "1248" "YDR222W" "S000002630" "ORF"
"OST1" "MATCH" "1" "OST1" "S. cerevisiae" "OligoSaccharylTransferase" "1431" "YJL002C" "S000003539" "ORF"
"OST3" "MATCH" "1" "OST3" "S. cerevisiae" "OligoSaccharylTransferase" "1053" "YOR085W" "S000005611" "ORF"
"SRP21" "MATCH" "1" "SRP21" "S. cerevisiae" "Signal Recognition Particle" "504" "YKL122C" "S000001605" "ORF"
"GWT1" "MATCH" "1" "GWT1" "S. cerevisiae" "GPI-anchored Wall protein Transfer" "1473" "YJL091C" "S000003627" "ORF"
"DRS2" "MATCH" "1" "DRS2" "S. cerevisiae" "Deficiency of Ribosomal Subunits" "4068" "YAL026C" "S000000024" "ORF"
"ERP1" "MATCH" "1" "ERP1" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "660" "YAR002C-A" "S000002129" "ORF"
"GUP1" "MATCH" "1" "GUP1" "S. cerevisiae" "Glycerol UPtake" "1683" "YGL084C" "S000003052" "ORF"
"ZRG17" "MATCH" "1" "ZRG17" "S. cerevisiae" "Zinc Regulated Gene" "1818" "YNR039C" "S000005322" "ORF"
"ERP2" "MATCH" "1" "ERP2" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "648" "YAL007C" "S000000005" "ORF"
"SSH1" "MATCH" "1" "SSH1" "S. cerevisiae" "Sec Sixty-one Homolog" "1473" "YBR283C" "S000000487" "ORF"
"ERP3" "MATCH" "1" "ERP3" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "678" "YDL018C" "S000002176" "ORF"
"ERP4" "MATCH" "1" "ERP4" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "624" "YOR016C" "S000005542" "ORF"
"PAN1" "MATCH" "1" "PAN1" "S. cerevisiae" "Poly(A)-binding protein-dependent poly(A) riboNuclease" "4443" "YIR006C" "S000001445" "ORF"
"ERP5" "MATCH" "1" "ERP5" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "639" "YHR110W" "S000001152" "ORF"
"YDR344C" "MATCH" "1" "" "S. cerevisiae" "" "444" "YDR344C" "S000002752" "ORF"
"INP54" "MATCH" "1" "INP54" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "1155" "YOL065C" "S000005426" "ORF"
"PST2" "MATCH" "1" "PST2" "S. cerevisiae" "Protoplasts-SecreTed" "597" "YDR032C" "S000002439" "ORF"
"UBC7" "MATCH" "1" "UBC7" "S. cerevisiae" "UBiquitin-Conjugating enzyme" "498" "YMR022W" "S000004624" "ORF"
"PPN1" "MATCH" "1" "PPN1" "S. cerevisiae" "" "2025" "YDR452W" "S000002860" "ORF"
"UBC6" "MATCH" "1" "UBC6" "S. cerevisiae" "UBiquitin-Conjugating" "753" "YER100W" "S000000902" "ORF"
"DOP1" "MATCH" "1" "DOP1" "S. cerevisiae" "homolog of A. nidulans DOPey" "5097" "YDR141C" "S000002548" "ORF"
"USE1" "MATCH" "1" "USE1" "S. cerevisiae" "Unconventional SNARE in the ER" "738" "YGL098W" "S000003066" "ORF"
"TEM1" "MATCH" "1" "TEM1" "S. cerevisiae" "TErmination of M phase" "738" "YML064C" "S000004529" "ORF"
"TRS85" "MATCH" "1" "TRS85" "S. cerevisiae" "TRapp Subunit" "2097" "YDR108W" "S000002515" "ORF"
"CCW14" "MATCH" "1" "CCW14" "S. cerevisiae" "Covalently linked Cell Wall protein" "717" "YLR390W-A" "S000006429" "ORF"
"CPT1" "MATCH" "1" "CPT1" "S. cerevisiae" "CholinePhosphoTransferase" "1274" "YNL130C" "S000005074" "ORF"
"GPI8" "MATCH" "1" "GPI8" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1236" "YDR331W" "S000002739" "ORF"
"GET1" "MATCH" "1" "GET1" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "708" "YGL020C" "S000002988" "ORF"
"GET3" "MATCH" "1" "GET3" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "1065" "YDL100C" "S000002258" "ORF"
"GET2" "MATCH" "1" "GET2" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "858" "YER083C" "S000000885" "ORF"
"STE14" "MATCH" "1" "STE14" "S. cerevisiae" "STErile" "720" "YDR410C" "S000002818" "ORF"
"YNL095C" "MATCH" "1" "" "S. cerevisiae" "" "1929" "YNL095C" "S000005039" "ORF"
"CAX4" "MATCH" "1" "CAX4" "S. cerevisiae" "CAlmodulin-dependent in cmd one two twenty-siX" "720" "YGR036C" "S000003268" "ORF"
"VTC4" "MATCH" "1" "VTC4" "S. cerevisiae" "Vacuolar Transporter Chaperone" "2166" "YJL012C" "S000003549" "ORF"
"PKC1" "MATCH" "1" "PKC1" "S. cerevisiae" "Protein Kinase C" "3456" "YBL105C" "S000000201" "ORF"
"YCR061W" "MATCH" "1" "" "S. cerevisiae" "" "1896" "YCR061W" "S000000657" "ORF"
"YPS7" "MATCH" "1" "YPS7" "S. cerevisiae" "YaPSin" "1791" "YDR349C" "S000002757" "ORF"
"PBR1" "MATCH" "1" "PBR1" "S. cerevisiae" "Potentiates Bioactive compound Response" "1224" "YNL181W" "S000005125" "ORF"
"RER1" "MATCH" "1" "RER1" "S. cerevisiae" "Retention in the Endoplasmic Reticulum" "567" "YCL001W" "S000000507" "ORF"
"PCT1" "MATCH" "1" "PCT1" "S. cerevisiae" "Phosphocholine CytidylylTransferase" "1275" "YGR202C" "S000003434" "ORF"
"MNS1" "MATCH" "1" "MNS1" "S. cerevisiae" "" "1650" "YJR131W" "S000003892" "ORF"
"YPS1" "MATCH" "1" "YPS1" "S. cerevisiae" "YaPSin" "1710" "YLR120C" "S000004110" "ORF"
"ZRT2" "MATCH" "1" "ZRT2" "S. cerevisiae" "Zinc-Regulated Transporter" "1269" "YLR130C" "S000004120" "ORF"
"YSY6" "MATCH" "1" "YSY6" "S. cerevisiae" "" "198" "YBR162W-A" "S000002158" "ORF"
"KEI1" "MATCH" "1" "KEI1" "S. cerevisiae" "Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis" "767" "YDR367W" "S000002775" "ORF"
"SSM4" "MATCH" "1" "SSM4" "S. cerevisiae" "Suppressor of mrna Stability Mutant" "3960" "YIL030C" "S000001292" "ORF"
"LCB2" "MATCH" "1" "LCB2" "S. cerevisiae" "Long-Chain Base" "1686" "YDR062W" "S000002469" "ORF"
"LCB1" "MATCH" "1" "LCB1" "S. cerevisiae" "Long-Chain Base" "1677" "YMR296C" "S000004911" "ORF"
"YER053C-A" "MATCH" "1" "" "S. cerevisiae" "" "114" "YER053C-A" "S000007523" "ORF"
"LCB4" "MATCH" "1" "LCB4" "S. cerevisiae" "Long-Chain Base" "1875" "YOR171C" "S000005697" "ORF"
"LCB3" "MATCH" "1" "LCB3" "S. cerevisiae" "Long-Chain Base" "1230" "YJL134W" "S000003670" "ORF"
"YNL190W" "MATCH" "1" "" "S. cerevisiae" "" "615" "YNL190W" "S000005134" "ORF"
"DGA1" "MATCH" "1" "DGA1" "S. cerevisiae" "DiacylGlycerol Acyltransferase" "1257" "YOR245C" "S000005771" "ORF"
"FOL1" "MATCH" "1" "FOL1" "S. cerevisiae" "FOLic acid synthesis" "2475" "YNL256W" "S000005200" "ORF"
"IRC22" "MATCH" "1" "IRC22" "S. cerevisiae" "Increased Recombination Centers" "678" "YEL001C" "S000000727" "ORF"
"FOL3" "MATCH" "1" "FOL3" "S. cerevisiae" "FOLic acid synthesis" "1284" "YMR113W" "S000004719" "ORF"
"IRC23" "MATCH" "1" "IRC23" "S. cerevisiae" "Increased Recombination Centers" "474" "YOR044W" "S000005570" "ORF"
"SFT2" "MATCH" "1" "SFT2" "S. cerevisiae" "Suppressor of sed Five Ts" "648" "YBL102W" "S000000198" "ORF"
"TYW1" "MATCH" "1" "TYW1" "S. cerevisiae" "Trna-YW synthesizing protein" "2433" "YPL207W" "S000006128" "ORF"
"OPT1" "MATCH" "1" "OPT1" "S. cerevisiae" "OligoPeptide Transporter" "2400" "YJL212C" "S000003748" "ORF"
"JEM1" "MATCH" "1" "JEM1" "S. cerevisiae" "DnaJ-like protein of the ER Membrane" "1938" "YJL073W" "S000003609" "ORF"
"ZPS1" "MATCH" "1" "ZPS1" "S. cerevisiae" "Zinc- and pH-regulated Surface protein" "750" "YOL154W" "S000005514" "ORF"
"FRQ1" "MATCH" "1" "FRQ1" "S. cerevisiae" "FReQuenin homolog" "573" "YDR373W" "S000002781" "ORF"
"SPF1" "MATCH" "1" "SPF1" "S. cerevisiae" "Sensitivity to Pichia Farinosa killer toxin" "3648" "YEL031W" "S000000757" "ORF"
"DIE2" "MATCH" "1" "DIE2" "S. cerevisiae" "Derepression of ITR1 Expression" "1578" "YGR227W" "S000003459" "ORF"
"YOS9" "MATCH" "1" "YOS9" "S. cerevisiae" "Yeast OS-9 homolog" "1629" "YDR057W" "S000002464" "ORF"
"YPT10" "MATCH" "1" "YPT10" "S. cerevisiae" "Yeast Protein Two" "600" "YBR264C" "S000000468" "ORF"
"RET2" "MATCH" "1" "RET2" "S. cerevisiae" "RETrieval from ER" "1641" "YFR051C" "S000001947" "ORF"
"ANY1" "MATCH" "1" "ANY1" "S. cerevisiae" "Antagonizes Neo1 Yeast phospholipid flippase" "1218" "YMR010W" "S000004612" "ORF"
"VIP1" "MATCH" "1" "VIP1" "S. cerevisiae" "" "3441" "YLR410W" "S000004402" "ORF"
"STE24" "MATCH" "1" "STE24" "S. cerevisiae" "STErile" "1362" "YJR117W" "S000003878" "ORF"
"TMN3" "OTHER" "1" "TMN3" "S. cerevisiae" "TransMembrane Nine" "2121" "YER113C" "S000000915" "ORF"
"SCS2" "OTHER" "1" "SCS2" "S. cerevisiae" "Suppressor of Choline Sensitivity" "735" "YER120W" "S000000922" "ORF"
"YPT10" "OTHER" "1" "YPT10" "S. cerevisiae" "Yeast Protein Two" "600" "YBR264C" "S000000468" "ORF"
"SPN1" "OTHER" "1" "SPN1" "S. cerevisiae" "Suppresses Postrecruitment functions gene Number 1" "1233" "YPR133C" "S000006337" "ORF"
"YNL046W" "OTHER" "1" "" "S. cerevisiae" "" "519" "YNL046W" "S000004991" "ORF"
"ANY1" "OTHER" "1" "ANY1" "S. cerevisiae" "Antagonizes Neo1 Yeast phospholipid flippase" "1218" "YMR010W" "S000004612" "ORF"
"SSP120" "OTHER" "1" "SSP120" "S. cerevisiae" "Saccharomyces Secretory Protein" "705" "YLR250W" "S000004240" "ORF"
"CPT1" "OTHER" "1" "CPT1" "S. cerevisiae" "CholinePhosphoTransferase" "1274" "YNL130C" "S000005074" "ORF"
"NEM1" "OTHER" "1" "NEM1" "S. cerevisiae" "Nuclear Envelope Morphology" "1341" "YHR004C" "S000001046" "ORF"
"ATF2" "OTHER" "1" "ATF2" "S. cerevisiae" "AcetylTransFerase" "1608" "YGR177C" "S000003409" "ORF"
"TRS85" "OTHER" "1" "TRS85" "S. cerevisiae" "TRapp Subunit" "2097" "YDR108W" "S000002515" "ORF"
"ERP1" "OTHER" "1" "ERP1" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "660" "YAR002C-A" "S000002129" "ORF"
"YNL190W" "OTHER" "1" "" "S. cerevisiae" "" "615" "YNL190W" "S000005134" "ORF"
"TPO1" "OTHER" "1" "TPO1" "S. cerevisiae" "Transporter of POlyamines" "1761" "YLL028W" "S000003951" "ORF"
"YSR3" "OTHER" "1" "YSR3" "S. cerevisiae" "Yeast Sphingolipid Resistance" "1215" "YKR053C" "S000001761" "ORF"
"ERG11" "OTHER" "1" "ERG11" "S. cerevisiae" "ERGosterol biosynthesis" "1593" "YHR007C" "S000001049" "ORF"
"ERG6" "OTHER" "1" "ERG6" "S. cerevisiae" "ERGosterol biosynthesis" "1152" "YML008C" "S000004467" "ORF"
"ERJ5" "OTHER" "1" "ERJ5" "S. cerevisiae" "Endoplasmic Reticulum located J-protein" "888" "YFR041C" "S000001937" "ORF"
"GPI17" "OTHER" "1" "GPI17" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1605" "YDR434W" "S000002842" "ORF"
"UBX2" "OTHER" "1" "UBX2" "S. cerevisiae" "UBiquitin regulatory X" "1755" "YML013W" "S000004475" "ORF"
"BSC6" "OTHER" "1" "BSC6" "S. cerevisiae" "Bypass of Stop Codon" "1494" "YOL137W" "S000005497" "ORF"
"TPO1" "OTHER" "1" "TPO1" "S. cerevisiae" "Transporter of POlyamines" "1761" "YLL028W" "S000003951" "ORF"
"ATF2" "OTHER" "1" "ATF2" "S. cerevisiae" "AcetylTransFerase" "1608" "YGR177C" "S000003409" "ORF"
"SRP72" "OTHER" "1" "SRP72" "S. cerevisiae" "Signal Recognition Particle" "1923" "YPL210C" "S000006131" "ORF"
"TVP38" "OTHER" "1" "TVP38" "S. cerevisiae" "Tlg2-Vesicle Protein" "1014" "YKR088C" "S000001796" "ORF"
"EPS1" "OTHER" "1" "EPS1" "S. cerevisiae" "ER-retained Pma1 Suppressing" "2106" "YIL005W" "S000001267" "ORF"
"SCJ1" "OTHER" "1" "SCJ1" "S. cerevisiae" "S. Cerevisiae DnaJ" "1134" "YMR214W" "S000004827" "ORF"
"ORM1" "OTHER" "1" "ORM1" "S. cerevisiae" "" "669" "YGR038W" "S000003270" "ORF"
"YPS7" "OTHER" "1" "YPS7" "S. cerevisiae" "YaPSin" "1791" "YDR349C" "S000002757" "ORF"
"SPC2" "OTHER" "1" "SPC2" "S. cerevisiae" "Signal Peptidase Complex" "537" "YML055W" "S000004519" "ORF"
"SRP72" "OTHER" "1" "SRP72" "S. cerevisiae" "Signal Recognition Particle" "1923" "YPL210C" "S000006131" "ORF"
"MPO1" "OTHER" "1" "MPO1" "S. cerevisiae" "Metabolism of PHS to Odd-numbered fatty acids" "525" "YGL010W" "S000002978" "ORF"
"SPN1" "OTHER" "1" "SPN1" "S. cerevisiae" "Suppresses Postrecruitment functions gene Number 1" "1233" "YPR133C" "S000006337" "ORF"
"TRS85" "OTHER" "1" "TRS85" "S. cerevisiae" "TRapp Subunit" "2097" "YDR108W" "S000002515" "ORF"
"ANY1" "OTHER" "1" "ANY1" "S. cerevisiae" "Antagonizes Neo1 Yeast phospholipid flippase" "1218" "YMR010W" "S000004612" "ORF"
"CPT1" "OTHER" "1" "CPT1" "S. cerevisiae" "CholinePhosphoTransferase" "1274" "YNL130C" "S000005074" "ORF"
"NCW2" "OTHER" "1" "NCW2" "S. cerevisiae" "Novel Cell Wall protein" "765" "YLR194C" "S000004184" "ORF"
"SCS2" "OTHER" "1" "SCS2" "S. cerevisiae" "Suppressor of Choline Sensitivity" "735" "YER120W" "S000000922" "ORF"
"ERF2" "OTHER" "1" "ERF2" "S. cerevisiae" "Effect on Ras Function" "1080" "YLR246W" "S000004236" "ORF"
"YLR050C" "OTHER" "1" "EMA19" "S. cerevisiae" "Efficient Mitochondria targeting-Associated protein" "486" "YLR050C" "S000004040" "ORF"
"DSL1" "OTHER" "1" "DSL1" "S. cerevisiae" "Dependence on SLy1-20" "2265" "YNL258C" "S000005202" "ORF"
"YPS7" "OTHER" "1" "YPS7" "S. cerevisiae" "YaPSin" "1791" "YDR349C" "S000002757" "ORF"
"YSR3" "OTHER" "1" "YSR3" "S. cerevisiae" "Yeast Sphingolipid Resistance" "1215" "YKR053C" "S000001761" "ORF"
"HIP1" "OTHER" "1" "HIP1" "S. cerevisiae" "HIstidine Permease" "1812" "YGR191W" "S000003423" "ORF"
"APQ12" "OTHER" "1" "APQ12" "S. cerevisiae" "APical growth revealed by Quantitative morphological analysis" "417" "YIL040W" "S000001302" "ORF"
"SPC2" "OTHER" "1" "SPC2" "S. cerevisiae" "Signal Peptidase Complex" "537" "YML055W" "S000004519" "ORF"
"VOA1" "OTHER" "1" "VOA1" "S. cerevisiae" "V0 Assembly protein" "798" "YGR106C" "S000003338" "ORF"
"EHT1" "OTHER" "1" "EHT1" "S. cerevisiae" "Ethanol Hexanoyl Transferase" "1356" "YBR177C" "S000000381" "ORF"
"SCS3" "OTHER" "1" "SCS3" "S. cerevisiae" "Suppressor of Choline Sensitivity" "1143" "YGL126W" "S000003094" "ORF"
"LAG1" "OTHER" "1" "LAG1" "S. cerevisiae" "Longevity Assurance Gene" "1236" "YHL003C" "S000000995" "ORF"
"ASI1" "OTHER" "1" "ASI1" "S. cerevisiae" "Amino acid Sensor-Independent" "1875" "YMR119W" "S000004725" "ORF"
"BSC6" "OTHER" "1" "BSC6" "S. cerevisiae" "Bypass of Stop Codon" "1494" "YOL137W" "S000005497" "ORF"
"WBP1" "OTHER" "1" "WBP1" "S. cerevisiae" "Wheat germ agglutinin-Binding Protein" "1293" "YEL002C" "S000000728" "ORF"
"RTF1" "OTHER" "1" "RTF1" "S. cerevisiae" "Restores TBP Function" "1677" "YGL244W" "S000003213" "ORF"
"RTF1" "OTHER" "1" "RTF1" "S. cerevisiae" "Restores TBP Function" "1677" "YGL244W" "S000003213" "ORF"
"SCJ1" "OTHER" "1" "SCJ1" "S. cerevisiae" "S. Cerevisiae DnaJ" "1134" "YMR214W" "S000004827" "ORF"
"YNL095C" "OTHER" "1" "" "S. cerevisiae" "" "1929" "YNL095C" "S000005039" "ORF"
"GPI17" "OTHER" "1" "GPI17" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1605" "YDR434W" "S000002842" "ORF"
"ASI1" "OTHER" "1" "ASI1" "S. cerevisiae" "Amino acid Sensor-Independent" "1875" "YMR119W" "S000004725" "ORF"
"SCS3" "OTHER" "1" "SCS3" "S. cerevisiae" "Suppressor of Choline Sensitivity" "1143" "YGL126W" "S000003094" "ORF"
"MSC1" "OTHER" "1" "MSC1" "S. cerevisiae" "Meiotic Sister-Chromatid recombination" "1542" "YML128C" "S000004597" "ORF"
"FOL1" "OTHER" "1" "FOL1" "S. cerevisiae" "FOLic acid synthesis" "2475" "YNL256W" "S000005200" "ORF"
"LAG1" "OTHER" "1" "LAG1" "S. cerevisiae" "Longevity Assurance Gene" "1236" "YHL003C" "S000000995" "ORF"
"EHT1" "OTHER" "1" "EHT1" "S. cerevisiae" "Ethanol Hexanoyl Transferase" "1356" "YBR177C" "S000000381" "ORF"
"LAS21" "OTHER" "1" "LAS21" "S. cerevisiae" "Local Anestheticum Sensitive" "2493" "YJL062W" "S000003598" "ORF"
"GAS1" "OTHER" "1" "GAS1" "S. cerevisiae" "Glycophospholipid-Anchored Surface protein" "1680" "YMR307W" "S000004924" "ORF"
"ERG11" "OTHER" "1" "ERG11" "S. cerevisiae" "ERGosterol biosynthesis" "1593" "YHR007C" "S000001049" "ORF"
"NCE102" "OTHER" "1" "NCE102" "S. cerevisiae" "NonClassical Export" "522" "YPR149W" "S000006353" "ORF"
"DSL1" "OTHER" "1" "DSL1" "S. cerevisiae" "Dependence on SLy1-20" "2265" "YNL258C" "S000005202" "ORF"
"YIP5" "OTHER" "1" "YIP5" "S. cerevisiae" "Ypt-Interacting Protein" "933" "YGL161C" "S000003129" "ORF"
"GAS1" "OTHER" "1" "GAS1" "S. cerevisiae" "Glycophospholipid-Anchored Surface protein" "1680" "YMR307W" "S000004924" "ORF"
"RUD3" "OTHER" "1" "RUD3" "S. cerevisiae" "Relieves Uso1-1 transport Defect" "1455" "YOR216C" "S000005742" "ORF"
"FOL1" "OTHER" "1" "FOL1" "S. cerevisiae" "FOLic acid synthesis" "2475" "YNL256W" "S000005200" "ORF"
"ARF2" "OTHER" "1" "ARF2" "S. cerevisiae" "ADP-Ribosylation Factor" "546" "YDL137W" "S000002296" "ORF"
"TSC3" "OTHER" "1" "TSC3" "S. cerevisiae" "Temperature-sensitive Suppressors of Csg2 mutants" "243" "YBR058C-A" "S000007521" "ORF"
"VTC4" "OTHER" "1" "VTC4" "S. cerevisiae" "Vacuolar Transporter Chaperone" "2166" "YJL012C" "S000003549" "ORF"
"HMG2" "OTHER" "1" "HMG2" "S. cerevisiae" "3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase" "3138" "YLR450W" "S000004442" "ORF"
"STE24" "OTHER" "1" "STE24" "S. cerevisiae" "STErile" "1362" "YJR117W" "S000003878" "ORF"
"ALG12" "OTHER" "1" "ALG12" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1656" "YNR030W" "S000005313" "ORF"
"MPO1" "OTHER" "1" "MPO1" "S. cerevisiae" "Metabolism of PHS to Odd-numbered fatty acids" "525" "YGL010W" "S000002978" "ORF"
"APS3" "OTHER" "1" "APS3" "S. cerevisiae" "clathrin Associated Protein complex Small subunit" "662" "YJL024C" "S000003561" "ORF"
"GPI14" "OTHER" "1" "GPI14" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1212" "YJR013W" "S000003774" "ORF"
"YPR114W" "OTHER" "1" "" "S. cerevisiae" "" "948" "YPR114W" "S000006318" "ORF"
"RFA1" "OTHER" "1" "RFA1" "S. cerevisiae" "Replication Factor A" "1866" "YAR007C" "S000000065" "ORF"
"WBP1" "OTHER" "1" "WBP1" "S. cerevisiae" "Wheat germ agglutinin-Binding Protein" "1293" "YEL002C" "S000000728" "ORF"
"IRC23" "OTHER" "1" "IRC23" "S. cerevisiae" "Increased Recombination Centers" "474" "YOR044W" "S000005570" "ORF"
"AQY2" "OTHER" "1" "AQY2" "S. cerevisiae" "AQuaporin from Yeast" "450" "YLL052C" "S000003975" "ORF"
"CNE1" "OTHER" "1" "CNE1" "S. cerevisiae" "CalNExin and calreticulin homolog" "1509" "YAL058W" "S000000054" "ORF"
"BRE5" "OTHER" "1" "BRE5" "S. cerevisiae" "BREfeldin A sensitivity" "1548" "YNR051C" "S000005334" "ORF"
"YNL095C" "OTHER" "1" "" "S. cerevisiae" "" "1929" "YNL095C" "S000005039" "ORF"
"BFR1" "OTHER" "1" "BFR1" "S. cerevisiae" "BreFeldin A Resistance" "1413" "YOR198C" "S000005724" "ORF"
"TOS6" "OTHER" "1" "TOS6" "S. cerevisiae" "" "309" "YNL300W" "S000005244" "ORF"
"VOA1" "OTHER" "1" "VOA1" "S. cerevisiae" "V0 Assembly protein" "798" "YGR106C" "S000003338" "ORF"
"YLR050C" "OTHER" "1" "EMA19" "S. cerevisiae" "Efficient Mitochondria targeting-Associated protein" "486" "YLR050C" "S000004040" "ORF"
"SHR5" "OTHER" "1" "SHR5" "S. cerevisiae" "Suppressor of Hyperactive Ras" "714" "YOL110W" "S000005470" "ORF"
"IRE1" "OTHER" "1" "IRE1" "S. cerevisiae" "Inositol REquiring" "3348" "YHR079C" "S000001121" "ORF"
"ALG9" "OTHER" "1" "ALG9" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1668" "YNL219C" "S000005163" "ORF"
"CCC2" "OTHER" "1" "CCC2" "S. cerevisiae" "Cross-Complements Ca(2+) phenotype of csg1" "3015" "YDR270W" "S000002678" "ORF"
"HMG1" "OTHER" "1" "HMG1" "S. cerevisiae" "3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase" "3165" "YML075C" "S000004540" "ORF"
"TGL3" "OTHER" "1" "TGL3" "S. cerevisiae" "TriacylGlycerol Lipase" "1929" "YMR313C" "S000004930" "ORF"
"ARE1" "OTHER" "1" "ARE1" "S. cerevisiae" "Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme" "1833" "YCR048W" "S000000644" "ORF"
"TOR1" "OTHER" "1" "TOR1" "S. cerevisiae" "Target Of Rapamycin" "7413" "YJR066W" "S000003827" "ORF"
"ERG1" "OTHER" "1" "ERG1" "S. cerevisiae" "ERGosterol biosynthesis" "1491" "YGR175C" "S000003407" "ORF"
"NEM1" "OTHER" "1" "NEM1" "S. cerevisiae" "Nuclear Envelope Morphology" "1341" "YHR004C" "S000001046" "ORF"
"SLM1" "OTHER" "1" "SLM1" "S. cerevisiae" "Synthetic Lethal with Mss4" "2061" "YIL105C" "S000001367" "ORF"
"RCE1" "OTHER" "1" "RCE1" "S. cerevisiae" "Ras and a-factor Converting Enzyme" "948" "YMR274C" "S000004887" "ORF"
"SEC22" "OTHER" "1" "SEC22" "S. cerevisiae" "SECretory" "645" "YLR268W" "S000004258" "ORF"
"ADP1" "OTHER" "1" "ADP1" "S. cerevisiae" "ATP-Dependent Permease" "3150" "YCR011C" "S000000604" "ORF"
"YNL046W" "OTHER" "1" "" "S. cerevisiae" "" "519" "YNL046W" "S000004991" "ORF"
"DIE2" "OTHER" "1" "DIE2" "S. cerevisiae" "Derepression of ITR1 Expression" "1578" "YGR227W" "S000003459" "ORF"
"UBX7" "OTHER" "1" "UBX7" "S. cerevisiae" "UBiquitin regulatory X" "1311" "YBR273C" "S000000477" "ORF"
"YSY6" "OTHER" "1" "YSY6" "S. cerevisiae" "" "198" "YBR162W-A" "S000002158" "ORF"
"YEA4" "OTHER" "1" "YEA4" "S. cerevisiae" "" "1029" "YEL004W" "S000000730" "ORF"
"EMC1" "OTHER" "1" "EMC1" "S. cerevisiae" "ER Membrane protein Complex" "2283" "YCL045C" "S000000550" "ORF"
"CBR1" "OTHER" "1" "CBR1" "S. cerevisiae" "Cytochrome b Reductase" "855" "YIL043C" "S000001305" "ORF"
"EPS1" "OTHER" "1" "EPS1" "S. cerevisiae" "ER-retained Pma1 Suppressing" "2106" "YIL005W" "S000001267" "ORF"
"SOP4" "OTHER" "1" "SOP4" "S. cerevisiae" "Suppressor Of Pma1-7" "705" "YJL192C" "S000003728" "ORF"
"KEX1" "OTHER" "1" "KEX1" "S. cerevisiae" "Killer EXpression defective" "2190" "YGL203C" "S000003171" "ORF"
"SSP120" "OTHER" "1" "SSP120" "S. cerevisiae" "Saccharomyces Secretory Protein" "705" "YLR250W" "S000004240" "ORF"
"CTR2" "OTHER" "1" "CTR2" "S. cerevisiae" "Copper TRansport" "570" "YHR175W" "S000001218" "ORF"
"SVP26" "OTHER" "1" "SVP26" "S. cerevisiae" "Sed5 Vesicle Protein" "687" "YHR181W" "S000001224" "ORF"
"LHS1" "OTHER" "1" "LHS1" "S. cerevisiae" "Lumenal Hsp Seventy" "2646" "YKL073W" "S000001556" "ORF"
"PHO90" "OTHER" "1" "PHO90" "S. cerevisiae" "PHOsphate metabolism" "2646" "YJL198W" "S000003734" "ORF"
"SEC39" "OTHER" "1" "SEC39" "S. cerevisiae" "SECretory" "2130" "YLR440C" "S000004432" "ORF"
"YOL107W" "OTHER" "1" "" "S. cerevisiae" "" "1029" "YOL107W" "S000005467" "ORF"
"RSB1" "OTHER" "1" "RSB1" "S. cerevisiae" "Resistance to Sphingoid long-chain Base" "1065" "YOR049C" "S000005575" "ORF"
"EMC5" "OTHER" "1" "EMC5" "S. cerevisiae" "ER Membrane protein Complex" "426" "YIL027C" "S000001289" "ORF"
"RBD2" "OTHER" "1" "RBD2" "S. cerevisiae" "" "789" "YPL246C" "S000006167" "ORF"
"ALG9" "OTHER" "1" "ALG9" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1668" "YNL219C" "S000005163" "ORF"
"SEC22" "OTHER" "1" "SEC22" "S. cerevisiae" "SECretory" "645" "YLR268W" "S000004258" "ORF"
"BFR1" "OTHER" "1" "BFR1" "S. cerevisiae" "BreFeldin A Resistance" "1413" "YOR198C" "S000005724" "ORF"
"ADP1" "OTHER" "1" "ADP1" "S. cerevisiae" "ATP-Dependent Permease" "3150" "YCR011C" "S000000604" "ORF"
